,Customer ID,Age,Gender,Marital Status,Income Level,Education,Occupation,Residential Status,Dependents,Debt-to-Income,Credit_Bureau,last_3months_personal_loan_inq,last_3months_credit_card_inq,last_3months_mortgage_inq,last_6months_personal_loan_inq,last_6months_credit_card_inq,last_6months_mortgage_inq
328,0f2b81c2-b7cf-4e42-bd51-43dc1f76ac0c,70,Female,Single,High,College,Medical secretary,Rents,"(1,)","(0.44,)",678,True,False,True,True,True,True
329,20f1f80c-1ff2-4b5e-808f-1684eec32f32,41,Female,Single,High,University,Games developer,Rents,"(0,)","(0.15,)",562,True,False,False,True,False,True
330,91442806-1d06-4c3f-a08e-323b34c248cd,32,Female,Married,Medium,High School,Child psychotherapist,Living with parents,"(0,)","(0.26,)",643,True,False,False,True,False,False
331,d88f262f-a554-419f-8237-9a9fe2bef839,43,Female,Divorced,Medium,College,Historic buildings inspector/conservation officer,Rents,"(3,)","(0.23,)",474,False,False,True,False,True,False
332,19c3a4a5-6c22-4852-924b-7a4b29a5145e,26,Male,Married,High,University,Firefighter,Rents,"(0,)","(0.43,)",401,False,False,True,True,False,False
333,6881803e-b144-490f-982d-ebee457c6a8f,65,Female,Single,Medium,College,Advertising account executive,Rents,"(2,)","(0.41,)",667,False,True,True,True,False,True
334,d4d582f7-82b4-4258-b8b4-fba137afe66e,69,Female,Divorced,Low,College,Veterinary surgeon,Rents,"(3,)","(0.17,)",480,True,True,True,False,True,False
335,e4dac046-a18c-4526-882a-99b4851518f6,38,Female,Divorced,Medium,University,Volunteer coordinator,Living with parents,"(0,)","(0.24,)",795,True,True,True,True,True,True
336,973d7ee7-d14a-4a32-aacb-b112de2d0b60,70,Male,Single,High,High School,Product designer,Owns house,"(4,)","(0.17,)",747,True,True,False,True,True,False
337,8a56261b-220d-4ee7-922e-5e2a3d7a389e,51,Male,Widowed,High,High School,Government social research officer,Rents,"(3,)","(0.32,)",771,False,True,False,False,True,True
338,72e4f681-bbea-4579-92d4-1880d20b3423,27,Female,Single,Medium,College,"Designer, graphic",Living with parents,"(5,)","(0.23,)",812,False,False,True,False,True,False
339,65f757dd-ce83-49bf-85a2-bbbe416c6d20,20,Male,Divorced,Low,University,"Scientist, physiological",Rents,"(2,)","(0.34,)",448,True,True,False,True,True,True
340,15ea636f-4a74-413b-b893-d7c555655135,26,Male,Divorced,High,University,"Accountant, chartered certified",Owns house,"(5,)","(0.49,)",673,True,True,True,True,True,True
341,e3def372-cd03-47a8-885c-1cc2463704e5,26,Female,Widowed,Low,College,Learning disability nurse,Owns house,"(0,)","(0.21,)",516,True,True,True,True,True,True
342,f678e7ae-1ad6-4559-8716-b0ebe269bb3d,45,Female,Married,Medium,University,Land/geomatics surveyor,Owns house,"(5,)","(0.31,)",639,True,True,False,True,False,True
343,18c7b6c3-9fdc-4489-9843-9e203fb181d7,58,Male,Married,Medium,High School,Careers adviser,Rents,"(3,)","(0.16,)",743,True,True,True,True,True,True
344,23eff8e1-03ba-4f92-a72f-3c1ed8acf450,20,Male,Single,Medium,College,Financial trader,Living with parents,"(3,)","(0.3,)",432,False,True,True,True,True,True
345,21c445e5-6f7e-4685-9c3a-f3e5f778f768,47,Male,Divorced,Medium,University,Production manager,Living with parents,"(1,)","(0.13,)",472,True,False,True,False,False,True
346,d3a2a1cc-2cfc-4f78-b9d0-ba8112db2a3f,56,Female,Divorced,Low,High School,Medical sales representative,Living with parents,"(4,)","(0.45,)",840,True,True,True,False,False,True
347,63e29347-ae29-44e1-b90b-bc540f2e3591,54,Female,Married,High,University,Data scientist,Owns house,"(3,)","(0.39,)",523,True,False,False,True,True,True
348,ea8a53c1-9207-4030-a4f0-3d88084f402a,32,Male,Divorced,Medium,High School,Systems analyst,Living with parents,"(1,)","(0.35,)",475,True,False,True,True,False,True
349,eaeb939a-5861-4522-b3e6-4a245f32ea25,28,Male,Widowed,High,College,"Producer, radio",Owns house,"(5,)","(0.19,)",549,True,False,True,False,True,False
350,96a89b9e-8545-4252-aa78-f13a3657f286,40,Female,Divorced,High,College,Dealer,Living with parents,"(5,)","(0.45,)",788,True,True,True,True,True,True
351,df04ce7e-7fa9-4093-83ed-c68eda3ba20a,20,Female,Divorced,High,College,Armed forces logistics/support/administrative officer,Rents,"(2,)","(0.4,)",530,False,True,False,True,False,True
352,50dd4bc4-826f-4c75-8fba-b9c249a27dcb,52,Female,Divorced,Low,College,"Accountant, chartered",Owns house,"(4,)","(0.17,)",794,True,True,True,True,True,True
353,6ba102ea-595e-4eef-b814-fd4e77f0c23a,67,Male,Married,High,College,Exhibition designer,Rents,"(2,)","(0.26,)",687,False,True,True,False,True,True
354,975a76eb-68e3-48a7-bd21-58b27f76b9a5,20,Female,Single,Medium,High School,Claims inspector/assessor,Living with parents,"(5,)","(0.17,)",447,True,False,True,True,True,True
355,f4c0c303-672e-44b4-879e-d355b5e14f10,41,Male,Divorced,Low,College,Garment/textile technologist,Owns house,"(0,)","(0.23,)",779,False,False,True,True,True,True
356,3f22467b-7ad2-4a9f-8156-8b2f51390abe,28,Female,Widowed,High,University,Conference centre manager,Living with parents,"(3,)","(0.32,)",791,True,False,True,True,False,True
357,5c3cf44f-433e-4f56-a584-46dcd7dd092e,64,Male,Married,Low,High School,Network engineer,Living with parents,"(0,)","(0.24,)",577,True,True,False,True,False,True
358,9ead128a-04e8-42ef-adba-6f9bc359edbb,27,Male,Single,Medium,College,Automotive engineer,Rents,"(1,)","(0.16,)",433,True,True,True,True,True,True
359,343510af-6d2a-4197-9a73-87be027d0683,57,Male,Single,Low,University,Dramatherapist,Owns house,"(2,)","(0.29,)",666,True,True,True,False,True,False
360,02a4bdd4-ccc5-4d51-9960-445463925e5b,67,Male,Single,Low,High School,Newspaper journalist,Owns house,"(3,)","(0.42,)",775,False,True,True,True,True,False
361,2e2ac3d4-f50a-47d6-9bb0-7d7ba23ed9ae,37,Female,Married,High,High School,Broadcast engineer,Owns house,"(5,)","(0.34,)",825,True,False,False,False,True,False
362,9fd09f11-8bfa-4b8f-a86d-9bba3e5300bd,25,Male,Married,Medium,High School,"Investment banker, corporate",Rents,"(4,)","(0.32,)",621,False,False,True,False,True,True
363,5673d7bf-bf5c-433b-bb42-7ff4404bac3a,49,Female,Single,High,University,"Producer, radio",Living with parents,"(2,)","(0.23,)",473,True,True,True,True,True,True
364,566a6490-a052-4b26-aa63-6e79d74e6f24,46,Female,Widowed,Medium,University,Exhibition designer,Rents,"(3,)","(0.17,)",564,True,False,True,False,True,False
365,071b574c-31f1-4813-b2a5-06ade1cf30ee,31,Female,Single,Low,College,Camera operator,Rents,"(1,)","(0.46,)",765,True,True,True,False,True,False
366,e1805eb0-5bc3-4d8b-aa22-0d03bdbe8a6b,31,Male,Single,Low,College,Naval architect,Living with parents,"(4,)","(0.17,)",718,False,True,True,False,True,True
367,af68fa3f-ea0a-4da5-a7d4-7dfeb0e0fc93,47,Male,Divorced,Medium,College,Interior and spatial designer,Rents,"(4,)","(0.44,)",809,True,False,True,True,True,True
368,fe3146bb-4471-4450-9460-8c1ec8c5d78d,55,Female,Married,Medium,High School,Quantity surveyor,Owns house,"(5,)","(0.26,)",564,True,True,True,True,False,True
369,5a3a955a-0df2-4860-8c14-dd4334b21240,54,Female,Divorced,High,University,"Administrator, arts",Living with parents,"(4,)","(0.34,)",759,False,True,True,True,False,True
370,3ab23104-f4ec-41ea-a330-6b591113c961,59,Female,Single,Low,High School,Quarry manager,Living with parents,"(5,)","(0.27,)",574,True,True,False,True,False,True
371,6575ca6c-c850-43ae-93d6-f37a3f025e1c,23,Male,Single,Medium,High School,Paramedic,Owns house,"(3,)","(0.5,)",690,False,False,True,True,True,False
372,6274ad83-d851-46eb-99ab-148afb2029ab,63,Male,Single,Medium,University,Customer service manager,Rents,"(0,)","(0.43,)",779,True,False,True,True,True,True
373,f4cf9051-df79-4fa3-8cad-8a8d7542599d,34,Male,Widowed,High,High School,Bookseller,Owns house,"(2,)","(0.36,)",425,True,False,False,True,True,True
374,155500fb-5304-4c37-81d8-09005fbf01b9,29,Female,Married,High,College,Chief Marketing Officer,Living with parents,"(1,)","(0.33,)",593,True,False,False,True,False,False
375,240fc044-9969-4b54-8ab9-65a87be1385f,25,Female,Divorced,High,College,Magazine journalist,Owns house,"(3,)","(0.3,)",434,False,True,True,True,True,False
376,07318789-f943-436c-aed7-14e03d843ce3,43,Male,Married,Low,College,"Teacher, special educational needs",Owns house,"(2,)","(0.37,)",833,True,True,True,False,True,False
377,7ebe0b7e-c05c-4006-8666-5d2cc14f1a97,35,Female,Divorced,Low,University,Diagnostic radiographer,Rents,"(3,)","(0.3,)",460,True,False,False,True,True,True
378,9a83eb5e-2932-4c6d-90f2-9ead44eb9d60,44,Male,Widowed,Medium,College,General practice doctor,Rents,"(0,)","(0.16,)",765,True,False,True,True,True,True
379,f79a07a9-46a5-40b6-b424-885df597e149,29,Female,Widowed,High,High School,Actor,Owns house,"(3,)","(0.46,)",537,True,True,True,False,False,True
380,dde7f4c9-3db9-446e-bee4-9e89fdad1ee8,46,Female,Married,High,University,Animal technologist,Living with parents,"(5,)","(0.35,)",458,True,True,True,True,False,False
381,60d249d0-8a37-47b1-af91-1d7f9d5d51a8,68,Female,Widowed,Low,High School,Occupational therapist,Living with parents,"(2,)","(0.13,)",457,False,False,True,True,False,True
382,b1ac01d7-e7cc-4a5c-9714-ba98b08d50f8,55,Female,Married,High,High School,Insurance account manager,Living with parents,"(5,)","(0.26,)",809,False,False,True,False,True,True
383,a5b9dc4f-b8ce-4289-b19e-f18dfa56c1bb,46,Female,Widowed,High,College,Geographical information systems officer,Owns house,"(2,)","(0.44,)",772,False,True,False,False,True,False
384,f2fdfccb-4dd1-40d4-83f6-6b7f12bc83d8,67,Female,Single,High,High School,Surgeon,Rents,"(3,)","(0.35,)",489,True,True,False,True,True,True
385,5c0c1b08-f9a6-4154-ba0c-cabaf50b0fdc,28,Female,Single,Low,University,"Engineer, mining",Living with parents,"(2,)","(0.39,)",653,False,True,True,True,False,True
386,490ab20d-0c0c-4ef3-9f4b-92a5d754c240,38,Female,Single,Low,College,Radio broadcast assistant,Living with parents,"(4,)","(0.18,)",505,False,False,True,True,True,True
387,f0984b5f-3934-4f63-b5f2-6d192817fe4a,56,Male,Divorced,Medium,University,Haematologist,Rents,"(2,)","(0.38,)",449,True,False,False,True,True,True
388,24b9cf41-219d-41fa-b7ec-34936545409b,29,Female,Divorced,Low,High School,Clinical molecular geneticist,Owns house,"(3,)","(0.39,)",544,False,True,False,True,False,True
389,566a770c-79c9-4858-ba46-fc542fb20830,25,Female,Single,High,High School,Air cabin crew,Owns house,"(2,)","(0.31,)",836,True,True,False,True,True,True
390,10d177b8-2a96-4d04-a1b8-5acf5557a16b,21,Female,Married,Low,College,Police officer,Rents,"(0,)","(0.28,)",523,True,True,False,True,False,True
391,4fa1154a-fea3-4d83-8f3b-162be9a4881e,23,Female,Single,Low,High School,Cytogeneticist,Living with parents,"(5,)","(0.3,)",669,True,False,True,True,False,False
392,8c7d4909-39ea-4565-80d0-6964a27dc7b0,30,Male,Divorced,High,High School,Retail manager,Owns house,"(0,)","(0.4,)",565,False,True,False,True,True,False
393,5407b18b-cb57-49c3-a38f-a97438b0d953,35,Female,Divorced,High,University,Translator,Rents,"(4,)","(0.15,)",530,False,True,True,True,True,True
394,5f9889f5-a1e6-454b-96ae-80605ba3c7a9,59,Female,Widowed,Low,College,Herpetologist,Rents,"(4,)","(0.48,)",401,True,False,True,True,False,False
395,afd043bf-d2ff-48f7-a026-b534a357ed28,62,Male,Married,Low,College,Marketing executive,Living with parents,"(3,)","(0.29,)",787,False,True,True,True,True,False
396,1dcd56e4-70c4-4786-83fe-068423e8f9a0,69,Female,Widowed,High,College,Electronics engineer,Owns house,"(5,)","(0.33,)",463,False,True,False,True,True,False
397,a4902ba7-542a-4064-b65c-0b5a8d04f9f8,35,Female,Divorced,Low,University,Medical physicist,Rents,"(3,)","(0.13,)",423,False,True,True,True,True,False
398,4f5a2588-d9d7-49d3-8952-a8cb247ca7af,34,Female,Widowed,High,College,Private music teacher,Rents,"(1,)","(0.19,)",537,True,False,False,True,False,True
399,d0d4d3e4-5478-485e-824a-014b0fc36cac,27,Male,Single,Medium,College,Insurance account manager,Rents,"(2,)","(0.32,)",488,False,True,True,True,True,True
400,d707e42b-e5ec-4074-9129-3740a9ad97b0,63,Female,Divorced,Medium,University,Psychotherapist,Rents,"(5,)","(0.42,)",512,True,False,True,True,True,False
401,07230faf-a9c2-4122-ae6a-96400b85e56c,43,Female,Married,High,High School,Theatre manager,Owns house,"(1,)","(0.36,)",515,True,True,True,True,False,False
402,cbbfc40f-41c1-464e-80b0-1840231fc42a,59,Male,Single,Medium,High School,Sports coach,Rents,"(5,)","(0.4,)",639,True,False,True,True,False,True
403,2545dcc3-7a5c-4a1c-987a-982683e5aedf,21,Male,Single,Low,University,Database administrator,Living with parents,"(2,)","(0.38,)",531,True,True,False,True,True,True
404,3ddbec92-9862-4ab7-bb14-3aa259a5eb4f,58,Female,Single,Low,College,Personnel officer,Owns house,"(3,)","(0.28,)",751,True,False,True,False,False,True
405,be0519c0-5aee-4df9-8069-7eba23307231,39,Female,Widowed,High,University,Homeopath,Rents,"(3,)","(0.11,)",486,True,True,True,True,False,False
406,ccaf5c2a-b884-42f4-aa83-c9f510ea30a2,43,Female,Single,Medium,University,Paramedic,Rents,"(1,)","(0.33,)",415,True,True,True,True,True,False
407,ec7b0b4d-0ae5-451c-95a0-54aad2f60e1d,35,Male,Married,Medium,University,Chief Executive Officer,Rents,"(5,)","(0.15,)",744,False,True,True,True,False,False
408,a35dc323-c420-4986-bfeb-66fb82557501,56,Female,Married,Medium,College,Commissioning editor,Rents,"(2,)","(0.41,)",635,False,True,False,True,True,False
409,86935485-6dd0-4fa9-a086-66bf2da593f0,69,Female,Divorced,Low,High School,Chief Operating Officer,Living with parents,"(5,)","(0.35,)",635,True,False,True,False,True,True
410,7c74066e-f5bf-4a93-a67c-3aead36987fe,61,Female,Married,Low,University,Television floor manager,Owns house,"(2,)","(0.25,)",676,True,True,False,True,True,False
411,d88952ce-13b7-45f4-af64-b348887b16c8,37,Male,Widowed,Medium,College,Illustrator,Owns house,"(1,)","(0.17,)",685,True,True,True,True,True,True
412,cc88f544-1d2f-459d-b237-fdb0cc49496c,36,Female,Widowed,Medium,High School,"Librarian, public",Rents,"(4,)","(0.18,)",688,True,True,True,False,True,True
413,cb069de6-3c82-4659-a915-9da4bde5ceca,21,Male,Single,High,College,Conference centre manager,Living with parents,"(4,)","(0.2,)",709,True,True,True,False,True,True
414,9ee9b336-386e-418c-9dad-24b8cb28010e,55,Female,Widowed,Low,University,Fitness centre manager,Owns house,"(4,)","(0.11,)",500,True,False,False,True,True,True
415,304422b5-b870-4300-8726-fa250b0c212c,34,Female,Divorced,High,High School,IT sales professional,Owns house,"(1,)","(0.26,)",502,False,True,True,True,False,True
416,8a49b5e9-323b-42fb-82aa-15b4452e3ea9,65,Female,Widowed,Medium,High School,"Lecturer, higher education",Rents,"(2,)","(0.23,)",485,True,False,True,False,True,True
417,7f1489e9-6fcf-43d7-b5a9-63a121b00a7c,49,Female,Widowed,Low,College,Associate Professor,Owns house,"(1,)","(0.25,)",551,True,False,False,True,True,True
418,f04bf95f-b6a9-427c-92d7-49d6184d57d8,66,Female,Divorced,Low,University,"Production assistant, radio",Owns house,"(2,)","(0.39,)",555,True,False,False,True,False,True
419,ea43e1ca-b0d9-485f-9d37-017825b4cdc1,41,Female,Divorced,Low,College,Bookseller,Owns house,"(5,)","(0.41,)",705,True,False,True,False,True,True
420,d9be7059-02e8-4ace-91f8-c0ca77b0c2d3,29,Male,Married,Low,College,Consulting civil engineer,Owns house,"(3,)","(0.24,)",637,True,True,False,False,False,True
421,fbc4e2e5-e031-4b4e-973a-5ccf35c0ad38,27,Female,Single,High,High School,Orthoptist,Owns house,"(5,)","(0.3,)",841,False,True,True,True,True,False
422,a5306759-3017-40f3-921f-a3c55c0a0ff9,21,Male,Married,High,College,Site engineer,Owns house,"(0,)","(0.16,)",573,False,False,True,True,True,False
423,ac886482-0833-4905-a5fd-616761367bfc,63,Male,Single,Medium,College,Archivist,Owns house,"(5,)","(0.32,)",761,False,False,True,True,False,False
424,a551e91c-3db1-4e37-8bbb-1dc171c5e4c4,31,Female,Divorced,Medium,College,Arboriculturist,Rents,"(4,)","(0.11,)",467,True,True,True,False,False,True
425,a92e41b4-8931-437c-969c-d666f4d3733d,37,Female,Single,High,College,"Production assistant, radio",Rents,"(5,)","(0.41,)",696,True,True,True,True,False,True
426,0e537ddb-3eb3-4ec0-a722-6e3c171598c3,61,Male,Widowed,Low,High School,Public relations account executive,Rents,"(0,)","(0.31,)",526,False,True,False,False,True,False
427,5431d870-1433-44de-a941-da9aed3a1032,37,Female,Divorced,High,High School,Insurance broker,Rents,"(1,)","(0.37,)",763,True,True,True,False,False,True
428,e5c9ac6d-d405-4c4e-8875-c18d9cf8f82a,50,Female,Married,Medium,College,Archivist,Living with parents,"(4,)","(0.17,)",637,True,True,True,True,False,False
429,3e781c50-b190-4c1e-8468-bafab676a850,31,Female,Divorced,Low,College,Sports therapist,Rents,"(0,)","(0.29,)",751,False,True,False,True,False,True
430,26535170-4194-476c-9249-4d64b31d6354,38,Female,Married,Low,College,Public relations account executive,Rents,"(4,)","(0.15,)",756,True,False,True,True,True,True
431,3f27ad04-746c-4ca7-9151-7883f6e2cf84,53,Female,Divorced,High,University,"Engineer, chemical",Owns house,"(4,)","(0.27,)",423,True,True,True,False,False,True
432,5cd896ae-f530-49c1-b5ee-542c7fed5ced,38,Male,Single,High,High School,Geophysical data processor,Rents,"(3,)","(0.29,)",717,False,False,True,True,True,True
433,ab275501-fa46-417b-8e0a-f65f1a626ff1,57,Male,Widowed,Medium,University,Heritage manager,Living with parents,"(4,)","(0.35,)",665,True,True,True,True,False,True
434,a217f12e-c7a2-45cf-b750-b823c7f5f1bc,45,Female,Divorced,High,University,"Surveyor, mining",Living with parents,"(2,)","(0.14,)",566,False,True,True,True,False,False
435,4061e829-5960-4066-8396-536cb74cf484,26,Male,Single,Medium,College,Bookseller,Rents,"(1,)","(0.27,)",529,True,False,False,True,True,True
436,eed7b3d5-6596-4fac-88e7-e9c6f58b34a5,36,Male,Married,Low,University,"Investment banker, corporate",Rents,"(4,)","(0.26,)",601,False,True,True,True,True,True
437,b5c4dc9a-6b06-4510-b9a6-6408b12e0c2d,52,Male,Single,Medium,College,Dispensing optician,Rents,"(3,)","(0.17,)",748,False,False,True,True,False,False
438,5aa6f38a-2b2b-4402-8ab1-9272a7caa1ad,70,Female,Widowed,Medium,University,Maintenance engineer,Owns house,"(5,)","(0.19,)",826,True,True,True,True,True,False
439,24873c9f-6304-4d5e-bc25-9ce51309436e,39,Male,Divorced,High,College,Applications developer,Rents,"(2,)","(0.41,)",544,True,False,False,True,False,False
440,2f75ec83-7301-4cc5-acdf-73d142aa6239,44,Male,Single,Medium,University,Advertising copywriter,Living with parents,"(1,)","(0.26,)",538,True,True,False,False,True,True
441,9e646a11-4731-4c88-bbb3-ffddeac9e288,36,Male,Married,High,High School,Medical technical officer,Owns house,"(1,)","(0.33,)",739,True,True,False,True,False,False
442,c934442a-062d-465f-a10b-767b421d6ad2,35,Male,Married,High,High School,Accounting technician,Rents,"(5,)","(0.37,)",664,False,True,True,False,True,True
443,69932aa3-8989-4858-85e0-fc51c2ade6a2,31,Female,Widowed,High,University,Town planner,Living with parents,"(0,)","(0.21,)",786,False,True,True,True,True,True
444,4e640e00-088e-4ba7-85c4-9f4ef6bbec91,45,Female,Divorced,High,University,Armed forces operational officer,Living with parents,"(0,)","(0.18,)",525,False,True,True,False,True,True
445,afaa3eb9-c3c4-4adf-ab36-6601dca99fb6,22,Female,Divorced,Low,College,Radiation protection practitioner,Owns house,"(4,)","(0.39,)",690,False,True,True,True,True,False
446,f861a7b8-e291-4305-9bfc-9b50939cc8cc,38,Female,Married,Medium,College,"Development worker, international aid",Living with parents,"(0,)","(0.12,)",483,True,True,True,True,True,False
447,d9b4ee26-8ca6-4ed7-9091-675e0332c25f,35,Male,Widowed,Low,College,"Engineer, electrical",Living with parents,"(3,)","(0.4,)",777,True,False,False,True,True,True
448,f4039b7a-ef64-42d7-8fc9-7fd3e288d4e8,69,Male,Married,Medium,University,Advertising copywriter,Owns house,"(0,)","(0.2,)",514,False,False,True,True,True,True
449,47164ef7-c9f6-4cb8-82f8-ad148db5ea9d,49,Female,Divorced,Low,University,Biomedical scientist,Rents,"(5,)","(0.44,)",804,True,True,True,True,True,True
450,0af3337a-1f62-430c-b63f-10bf61b861c2,47,Male,Divorced,High,College,"Engineer, land",Rents,"(3,)","(0.41,)",749,False,True,True,True,True,True
451,4acbbb15-a79f-4de2-9676-1e5173914c90,36,Female,Single,Low,High School,Applications developer,Rents,"(0,)","(0.31,)",806,True,False,True,True,False,True
452,e904eb09-f5ab-450d-83c3-f3a6e0050293,70,Female,Widowed,Low,University,Patent attorney,Rents,"(1,)","(0.34,)",568,True,False,False,False,True,True
453,c47f0ef7-c9bb-403d-b451-30e0f63fefb5,55,Female,Married,Medium,High School,"Therapist, art",Living with parents,"(5,)","(0.41,)",514,True,True,True,False,False,True
454,6b870c8a-c870-4675-8b41-8f54e4c747d1,69,Female,Married,Medium,High School,Geochemist,Rents,"(0,)","(0.17,)",742,True,False,True,False,True,True
455,1c864fc8-e2e6-43a8-96b3-192717667f5f,68,Male,Married,Medium,High School,Pathologist,Owns house,"(5,)","(0.19,)",793,True,False,True,False,True,False
456,4dc94dea-1a78-466b-bc6a-09a82ab860d0,46,Female,Married,High,High School,Furniture conservator/restorer,Rents,"(0,)","(0.15,)",449,True,True,True,True,True,True
457,dd7ebfaa-0b09-4e13-b76e-869807c6403a,45,Female,Widowed,Low,College,Advice worker,Owns house,"(5,)","(0.33,)",460,True,False,False,False,True,True
458,6d179690-52a7-4ace-8050-6d1a056b21ba,66,Male,Divorced,High,University,Water quality scientist,Owns house,"(1,)","(0.13,)",507,True,True,False,False,False,True
459,c37dffb8-a169-45e4-98f2-48a6a7c070ff,44,Male,Single,Medium,University,Garment/textile technologist,Rents,"(5,)","(0.42,)",836,True,False,False,False,True,True
460,04071285-cb8f-4eb2-a73f-e99df6b6d34f,36,Male,Divorced,Medium,High School,Hotel manager,Rents,"(2,)","(0.15,)",403,True,True,True,True,True,False
461,dc3a8e98-909f-42db-b500-cbbf7335394e,43,Male,Widowed,High,High School,"Physicist, medical",Rents,"(2,)","(0.46,)",799,True,True,True,True,True,True
462,a96ad727-c71a-4eb0-ad3e-72fb7f5c38a9,51,Male,Single,High,College,Risk manager,Owns house,"(3,)","(0.46,)",620,False,False,True,False,True,False
463,5fd66129-f15f-4015-93c7-124dc8cad5e9,43,Female,Widowed,Low,High School,Therapeutic radiographer,Owns house,"(1,)","(0.11,)",800,True,True,False,False,True,False
464,1e700039-103b-4612-a652-6941023e86ec,42,Female,Single,Low,College,Radio producer,Rents,"(4,)","(0.18,)",820,True,True,True,True,False,False
465,662561bb-e465-40c3-b410-069dc3d59d91,25,Female,Widowed,High,College,Communications engineer,Rents,"(3,)","(0.33,)",850,False,True,True,False,True,False
466,8f58b722-30b1-4528-b810-1be23784a9df,31,Female,Widowed,High,College,Planning and development surveyor,Rents,"(0,)","(0.12,)",799,False,False,True,True,True,False
467,c0fd80a2-31ca-4efb-abc2-abea05383836,42,Male,Divorced,Medium,University,"Civil engineer, contracting",Living with parents,"(4,)","(0.19,)",563,False,True,True,True,True,True
468,e199723e-c966-4fba-ae33-eea6a9f406f2,22,Female,Divorced,Medium,College,Occupational therapist,Owns house,"(0,)","(0.35,)",827,True,False,False,False,False,True
469,ccfc712d-13f6-47bc-a4ba-87a4eb59c2a1,49,Female,Divorced,Low,High School,"Engineer, site",Living with parents,"(0,)","(0.46,)",702,True,False,True,False,True,True
470,f2567b24-3edd-426f-856f-da498289f9b8,69,Male,Widowed,Medium,College,Food technologist,Living with parents,"(0,)","(0.17,)",593,True,False,True,False,False,True
471,59b9a27c-bc7b-49df-9383-a73f4df3717e,32,Male,Single,Low,College,Tree surgeon,Owns house,"(3,)","(0.1,)",487,False,False,True,False,True,True
472,30083d2a-435c-493c-9152-08aecd22e1e0,44,Female,Divorced,Low,College,Community development worker,Rents,"(0,)","(0.27,)",659,True,True,True,True,False,True
473,c8b13ac4-4d9d-43fb-9871-50705ca8ea03,43,Male,Married,Medium,University,Insurance risk surveyor,Owns house,"(1,)","(0.47,)",814,False,True,True,False,True,True
474,650e3bd6-48ff-4624-bdd7-a582796bd2a0,44,Female,Divorced,High,High School,IT technical support officer,Living with parents,"(1,)","(0.25,)",735,True,False,False,True,False,False
475,cd980700-521c-4427-bb06-fe504e7195c3,42,Female,Married,Medium,University,Sub,Owns house,"(0,)","(0.16,)",662,True,False,False,True,False,True
476,ec75e65d-73c3-4b60-99b4-b7a811b7b352,49,Male,Divorced,High,University,Animator,Owns house,"(2,)","(0.36,)",553,True,True,False,True,True,True
477,3acc46ca-aaee-401f-bdd2-8327f81a121d,47,Female,Widowed,Medium,College,"Nurse, adult",Rents,"(3,)","(0.18,)",627,True,True,True,False,True,False
478,0a5f82e4-1e73-42db-8768-139adde44001,46,Female,Married,Medium,University,Financial trader,Living with parents,"(2,)","(0.1,)",728,True,True,False,False,True,False
479,55ff5c99-9fcf-4311-b3a6-79080fa3874c,48,Male,Widowed,High,College,"Merchandiser, retail",Owns house,"(0,)","(0.2,)",712,True,True,False,False,True,True
480,f3209e97-397b-4dc9-a1cd-af907bd29511,29,Male,Single,High,University,Personal assistant,Owns house,"(4,)","(0.4,)",807,True,True,True,False,True,True
481,37b5ed64-a7e1-4d14-862d-6acc179d6e2f,49,Female,Single,Low,College,"Engineer, mining",Owns house,"(0,)","(0.44,)",760,True,True,False,False,True,True
482,7c0dd0ff-0b5f-47eb-b29a-ce0f1256ec77,45,Male,Married,Low,University,Psychiatrist,Living with parents,"(3,)","(0.26,)",684,False,True,False,False,True,False
483,887d4560-645e-42bb-9b4e-175d715151ca,42,Male,Widowed,Medium,College,Commissioning editor,Owns house,"(4,)","(0.33,)",628,True,False,True,True,True,True
484,083c0bb3-d3e0-4979-974b-1dad1a0647a7,36,Female,Widowed,High,College,Publishing copy,Rents,"(4,)","(0.23,)",512,True,True,True,True,True,False
485,ada54c96-6015-47c8-a5fa-f9bfd692b77f,48,Male,Divorced,Medium,University,Community pharmacist,Rents,"(5,)","(0.31,)",785,False,True,True,False,True,False
486,80247805-3db7-46d1-b8fe-ae6d0de5edd5,61,Male,Married,Low,High School,Homeopath,Rents,"(3,)","(0.35,)",842,True,False,True,False,True,False
487,8a48c4b4-47ce-4dee-a663-7b933f8131ad,51,Male,Married,Medium,High School,Geophysical data processor,Rents,"(2,)","(0.18,)",737,False,False,True,True,True,False
488,5b99bde4-7c3a-4f7b-9c7e-acef779687ed,35,Female,Married,Low,College,Pathologist,Rents,"(5,)","(0.38,)",447,True,True,False,True,True,True
489,2b0c73b2-7b40-4e95-90cc-7d48480cb1ff,30,Female,Widowed,Medium,University,Land/geomatics surveyor,Owns house,"(2,)","(0.11,)",662,False,True,False,True,True,False
490,1bef2944-59ee-41ef-a532-598e11b7c9e7,70,Female,Widowed,Low,High School,Arts development officer,Owns house,"(1,)","(0.49,)",406,True,True,True,True,True,True
491,e39e56c9-b018-4f2d-a15f-1877d90f505d,22,Male,Widowed,High,High School,Theatre manager,Rents,"(4,)","(0.36,)",473,False,True,False,True,False,False
492,c3b4606e-6046-415e-ba4c-9b94b47d2e4c,25,Male,Single,Low,College,Television camera operator,Owns house,"(3,)","(0.47,)",643,True,False,True,True,False,False
